couple	bande	mod	date	annee	ini	restant	paras	pred	Tx_pred	Tx_para	session	code2	code3
8	BF	20m	24/7/17	2017	10	9	0	1	0.1	0	1	8BF20m	8BF
2	BE	00m	28/7/17	2017	10	0	0	10	1	0	1	2BE00m	2BE
2	BE	00m	28/7/17	2017	10	0	0	10	1	0	1	2BE00m	2BE
2	BE	00m	28/7/17	2017	10	8	0	2	0.2	0	1	2BE00m	2BE
2	BE	00m	28/7/17	2017	10	6	0	4	0.4	0	1	2BE00m	2BE
2	BE	05m	28/7/17	2017	10	10	0	0	0	0	1	2BE05m	2BE
2	BE	05m	28/7/17	2017	10	6	0	4	0.4	0	1	2BE05m	2BE
2	BE	05m	28/7/17	2017	10	10	0	0	0	0	1	2BE05m	2BE
2	BE	05m	28/7/17	2017	10	10	0	0	0	0	1	2BE05m	2BE
2	BE	20m	28/7/17	2017	10	5	0	5	0.5	0	1	2BE20m	2BE
2	BE	20m	28/7/17	2017	10	3	0	7	0.7	0	1	2BE20m	2BE
2	BE	20m	28/7/17	2017	10	6	0	4	0.4	0	1	2BE20m	2BE
2	BE	20m	28/7/17	2017	10	8	0	2	0.2	0	1	2BE20m	2BE
2	BF	00m	28/7/17	2017	10	9	0	1	0.1	0	1	2BF00m	2BF
2	BF	00m	28/7/17	2017	10	7	0	3	0.3	0	1	2BF00m	2BF
2	BF	00m	28/7/17	2017	10	9	0	1	0.1	0	1	2BF00m	2BF
2	BF	00m	28/7/17	2017	10	7	0	3	0.3	0	1	2BF00m	2BF
2	BF	05m	28/7/17	2017	10	8	0	2	0.2	0	1	2BF05m	2BF
2	BF	05m	28/7/17	2017	10	10	0	0	0	0	1	2BF05m	2BF
2	BF	05m	28/7/17	2017	10	7	0	3	0.3	0	1	2BF05m	2BF
2	BF	05m	28/7/17	2017	10	10	0	0	0	0	1	2BF05m	2BF
2	BF	20m	28/7/17	2017	10	9	0	1	0.1	0	1	2BF20m	2BF
2	BF	20m	28/7/17	2017	10	5	0	5	0.5	0	1	2BF20m	2BF
2	BF	20m	28/7/17	2017	10	6	0	4	0.4	0	1	2BF20m	2BF
2	BF	20m	28/7/17	2017	10	9	0	1	0.1	0	1	2BF20m	2BF
3	BE	00m	28/7/17	2017	10	6	0	4	0.4	0	1	3BE00m	3BE
3	BE	00m	28/7/17	2017	10	9	0	1	0.1	0	1	3BE00m	3BE
3	BE	00m	28/7/17	2017	10	3	0	7	0.7	0	1	3BE00m	3BE
3	BE	00m	28/7/17	2017	10	10	0	0	0	0	1	3BE00m	3BE
3	BE	05m	28/7/17	2017	10	8	0	2	0.2	0	1	3BE05m	3BE
3	BE	05m	28/7/17	2017	10	9	0	1	0.1	0	1	3BE05m	3BE
3	BE	05m	28/7/17	2017	10	5	0	5	0.5	0	1	3BE05m	3BE
3	BE	05m	28/7/17	2017	10	7	0	3	0.3	0	1	3BE05m	3BE
3	BE	20m	28/7/17	2017	10	10	0	0	0	0	1	3BE20m	3BE
3	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	3BE20m	3BE
3	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	3BE20m	3BE
3	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	3BE20m	3BE
3	BF	00m	28/7/17	2017	10	10	0	0	0	0	1	3BF00m	3BF
3	BF	00m	28/7/17	2017	10	9	0	1	0.1	0	1	3BF00m	3BF
3	BF	00m	28/7/17	2017	10	9	0	1	0.1	0	1	3BF00m	3BF
3	BF	00m	28/7/17	2017	10	10	0	0	0	0	1	3BF00m	3BF
3	BF	05m	28/7/17	2017	10	9	0	1	0.1	0	1	3BF05m	3BF
3	BF	05m	28/7/17	2017	10	10	0	0	0	0	1	3BF05m	3BF
3	BF	05m	28/7/17	2017	10	8	0	2	0.2	0	1	3BF05m	3BF
3	BF	05m	28/7/17	2017	10	7	0	3	0.3	0	1	3BF05m	3BF
3	BF	20m	28/7/17	2017	10	7	0	3	0.3	0	1	3BF20m	3BF
3	BF	20m	28/7/17	2017	10	0	0	10	1	0	1	3BF20m	3BF
3	BF	20m	28/7/17	2017	10	8	0	2	0.2	0	1	3BF20m	3BF
3	BF	20m	28/7/17	2017	10	10	0	0	0	0	1	3BF20m	3BF
4	BE	00m	28/7/17	2017	10	9	0	1	0.1	0	1	4BE00m	4BE
4	BE	00m	28/7/17	2017	10	9	0	1	0.1	0	1	4BE00m	4BE
4	BE	00m	28/7/17	2017	10	9	0	1	0.1	0	1	4BE00m	4BE
4	BE	00m	28/7/17	2017	10	9	0	1	0.1	0	1	4BE00m	4BE
4	BE	05m	28/7/17	2017	10	9	0	1	0.1	0	1	4BE05m	4BE
4	BE	05m	28/7/17	2017	10	9	0	1	0.1	0	1	4BE05m	4BE
4	BE	05m	28/7/17	2017	10	9	0	1	0.1	0	1	4BE05m	4BE
4	BE	05m	28/7/17	2017	10	7	0	3	0.3	0	1	4BE05m	4BE
4	BE	20m	28/7/17	2017	10	8	0	2	0.2	0	1	4BE20m	4BE
4	BE	20m	28/7/17	2017	10	7	0	3	0.3	0	1	4BE20m	4BE
4	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	4BE20m	4BE
4	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	4BE20m	4BE
4	BF	00m	28/7/17	2017	10	9	0	1	0.1	0	1	4BF00m	4BF
4	BF	00m	28/7/17	2017	10	10	0	0	0	0	1	4BF00m	4BF
4	BF	00m	28/7/17	2017	10	10	0	0	0	0	1	4BF00m	4BF
4	BF	00m	28/7/17	2017	10	10	0	0	0	0	1	4BF00m	4BF
4	BF	05m	28/7/17	2017	10	8	0	2	0.2	0	1	4BF05m	4BF
4	BF	05m	28/7/17	2017	10	10	0	0	0	0	1	4BF05m	4BF
4	BF	05m	28/7/17	2017	10	9	0	1	0.1	0	1	4BF05m	4BF
4	BF	05m	28/7/17	2017	10	8	0	2	0.2	0	1	4BF05m	4BF
4	BF	20m	28/7/17	2017	10	8	0	2	0.2	0	1	4BF20m	4BF
4	BF	20m	28/7/17	2017	10	9	0	1	0.1	0	1	4BF20m	4BF
4	BF	20m	28/7/17	2017	10	8	0	2	0.2	0	1	4BF20m	4BF
4	BF	20m	28/7/17	2017	10	10	0	0	0	0	1	4BF20m	4BF
5	BE	00m	28/7/17	2017	10	10	0	0	0	0	1	5BE00m	5BE
5	BE	00m	28/7/17	2017	10	9	0	1	0.1	0	1	5BE00m	5BE
5	BE	00m	28/7/17	2017	10	8	0	2	0.2	0	1	5BE00m	5BE
5	BE	00m	28/7/17	2017	10	0	0	10	1	0	1	5BE00m	5BE
5	BE	05m	28/7/17	2017	10	10	0	0	0	0	1	5BE05m	5BE
5	BE	05m	28/7/17	2017	10	6	0	4	0.4	0	1	5BE05m	5BE
5	BE	05m	28/7/17	2017	10	9	0	1	0.1	0	1	5BE05m	5BE
5	BE	05m	28/7/17	2017	10	9	0	1	0.1	0	1	5BE05m	5BE
5	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	5BE20m	5BE
5	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	5BE20m	5BE
5	BE	20m	28/7/17	2017	10	10	0	0	0	0	1	5BE20m	5BE
5	BE	20m	28/7/17	2017	10	0	0	10	1	0	1	5BE20m	5BE
5	BF	00m	28/7/17	2017	10	6	0	4	0.4	0	1	5BF00m	5BF
5	BF	00m	28/7/17	2017	10	7	0	3	0.3	0	1	5BF00m	5BF
5	BF	00m	28/7/17	2017	10	9	0	1	0.1	0	1	5BF00m	5BF
5	BF	00m	28/7/17	2017	10	8	0	2	0.2	0	1	5BF00m	5BF
5	BF	05m	28/7/17	2017	10	8	0	2	0.2	0	1	5BF05m	5BF
5	BF	05m	28/7/17	2017	10	9	0	1	0.1	0	1	5BF05m	5BF
5	BF	05m	28/7/17	2017	10	6	0	4	0.4	0	1	5BF05m	5BF
5	BF	05m	28/7/17	2017	10	6	0	4	0.4	0	1	5BF05m	5BF
5	BF	20m	28/7/17	2017	10	9	0	1	0.1	0	1	5BF20m	5BF
5	BF	20m	28/7/17	2017	10	10	0	0	0	0	1	5BF20m	5BF
5	BF	20m	28/7/17	2017	10	8	0	2	0.2	0	1	5BF20m	5BF
5	BF	20m	28/7/17	2017	10	9	0	1	0.1	0	1	5BF20m	5BF
6	BE	00m	28/7/17	2017	10	10	0	0	0	0	1	6BE00m	6BE
6	BE	00m	28/7/17	2017	10	10	0	0	0	0	1	6BE00m	6BE
6	BE	00m	28/7/17	2017	10	8	0	2	0.2	0	1	6BE00m	6BE
6	BE	00m	28/7/17	2017	10	10	0	0	0	0	1	6BE00m	6BE
6	BE	05m	28/7/17	2017	10	10	0	0	0	0	1	6BE05m	6BE
6	BE	05m	28/7/17	2017	10	10	0	0	0	0	1	6BE05m	6BE
6	BE	05m	28/7/17	2017	10	9	0	1	0.1	0	1	6BE05m	6BE
6	BE	05m	28/7/17	2017	10	8	0	2	0.2	0	1	6BE05m	6BE
6	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	6BE20m	6BE
6	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	6BE20m	6BE
6	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	6BE20m	6BE
6	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	6BE20m	6BE
6	BF	00m	28/7/17	2017	10	5	0	5	0.5	0	1	6BF00m	6BF
6	BF	00m	28/7/17	2017	10	9	0	1	0.1	0	1	6BF00m	6BF
6	BF	00m	28/7/17	2017	10	10	0	0	0	0	1	6BF00m	6BF
6	BF	00m	28/7/17	2017	10	9	0	1	0.1	0	1	6BF00m	6BF
6	BF	05m	28/7/17	2017	10	0	0	10	1	0	1	6BF05m	6BF
6	BF	05m	28/7/17	2017	10	9	0	1	0.1	0	1	6BF05m	6BF
6	BF	05m	28/7/17	2017	10	8	0	2	0.2	0	1	6BF05m	6BF
6	BF	05m	28/7/17	2017	10	10	0	0	0	0	1	6BF05m	6BF
6	BF	20m	28/7/17	2017	10	9	0	1	0.1	0	1	6BF20m	6BF
6	BF	20m	28/7/17	2017	10	9	0	1	0.1	0	1	6BF20m	6BF
6	BF	20m	28/7/17	2017	10	6	0	4	0.4	0	1	6BF20m	6BF
6	BF	20m	28/7/17	2017	10	10	0	0	0	0	1	6BF20m	6BF
7	BE	00m	28/7/17	2017	10	8	0	2	0.2	0	1	7BE00m	7BE
7	BE	00m	28/7/17	2017	10	10	0	0	0	0	1	7BE00m	7BE
7	BE	00m	28/7/17	2017	10	9	0	1	0.1	0	1	7BE00m	7BE
7	BE	05m	28/7/17	2017	10	10	0	0	0	0	1	7BE05m	7BE
7	BE	05m	28/7/17	2017	10	10	0	0	0	0	1	7BE05m	7BE
7	BE	05m	28/7/17	2017	10	9	0	1	0.1	0	1	7BE05m	7BE
7	BE	05m	28/7/17	2017	10	8	0	2	0.2	0	1	7BE05m	7BE
7	BE	20m	28/7/17	2017	10	5	0	5	0.5	0	1	7BE20m	7BE
7	BE	20m	28/7/17	2017	10	10	0	0	0	0	1	7BE20m	7BE
7	BE	20m	28/7/17	2017	10	10	0	0	0	0	1	7BE20m	7BE
7	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	7BE20m	7BE
7	BF	00m	28/7/17	2017	10	0	0	10	1	0	1	7BF00m	7BF
7	BF	00m	28/7/17	2017	10	6	0	4	0.4	0	1	7BF00m	7BF
7	BF	00m	28/7/17	2017	10	8	0	2	0.2	0	1	7BF00m	7BF
7	BF	00m	28/7/17	2017	10	0	0	10	1	0	1	7BF00m	7BF
7	BF	05m	28/7/17	2017	10	0	0	10	1	0	1	7BF05m	7BF
7	BF	05m	28/7/17	2017	10	8	0	2	0.2	0	1	7BF05m	7BF
7	BF	05m	28/7/17	2017	10	7	0	3	0.3	0	1	7BF05m	7BF
7	BF	05m	28/7/17	2017	10	8	0	2	0.2	0	1	7BF05m	7BF
7	BF	20m	28/7/17	2017	10	8	0	2	0.2	0	1	7BF20m	7BF
7	BF	20m	28/7/17	2017	10	10	0	0	0	0	1	7BF20m	7BF
7	BF	20m	28/7/17	2017	10	8	0	2	0.2	0	1	7BF20m	7BF
7	BF	20m	28/7/17	2017	10	8	0	2	0.2	0	1	7BF20m	7BF
8	BE	00m	28/7/17	2017	10	8	0	2	0.2	0	1	8BE00m	8BE
8	BE	00m	28/7/17	2017	10	7	0	3	0.3	0	1	8BE00m	8BE
8	BE	00m	28/7/17	2017	10	8	0	2	0.2	0	1	8BE00m	8BE
8	BE	00m	28/7/17	2017	10	5	0	5	0.5	0	1	8BE00m	8BE
8	BE	05m	28/7/17	2017	10	8	0	2	0.2	0	1	8BE05m	8BE
8	BE	05m	28/7/17	2017	10	7	0	3	0.3	0	1	8BE05m	8BE
8	BE	05m	28/7/17	2017	10	5	0	5	0.5	0	1	8BE05m	8BE
8	BE	05m	28/7/17	2017	10	10	0	0	0	0	1	8BE05m	8BE
8	BE	20m	28/7/17	2017	10	10	0	0	0	0	1	8BE20m	8BE
8	BE	20m	28/7/17	2017	10	8	0	2	0.2	0	1	8BE20m	8BE
8	BE	20m	28/7/17	2017	10	8	0	2	0.2	0	1	8BE20m	8BE
8	BE	20m	28/7/17	2017	10	9	0	1	0.1	0	1	8BE20m	8BE
8	BF	00m	28/7/17	2017	10	9	0	1	0.1	0	1	8BF00m	8BF
8	BF	00m	28/7/17	2017	10	7	0	3	0.3	0	1	8BF00m	8BF
8	BF	00m	28/7/17	2017	10	7	0	3	0.3	0	1	8BF00m	8BF
8	BF	00m	28/7/17	2017	10	10	0	0	0	0	1	8BF00m	8BF
8	BF	05m	28/7/17	2017	10	7	0	3	0.3	0	1	8BF05m	8BF
8	BF	05m	28/7/17	2017	10	8	0	2	0.2	0	1	8BF05m	8BF
8	BF	05m	28/7/17	2017	10	10	0	0	0	0	1	8BF05m	8BF
8	BF	05m	28/7/17	2017	10	3	0	7	0.7	0	1	8BF05m	8BF
8	BF	20m	28/7/17	2017	10	8	0	2	0.2	0	1	8BF20m	8BF
8	BF	20m	28/7/17	2017	10	6	0	4	0.4	0	1	8BF20m	8BF
8	BF	20m	28/7/17	2017	10	9	0	1	0.1	0	1	8BF20m	8BF
8	BF	20m	28/7/17	2017	10	8	0	2	0.2	0	1	8BF20m	8BF
2	BE	00m	6/9/17	2017	10	8	0	2	0.2	0	2	2BE00m	2BE
2	BE	00m	6/9/17	2017	10	10	0	0	0	0	2	2BE00m	2BE
2	BE	00m	6/9/17	2017	10	10	0	0	0	0	2	2BE00m	2BE
2	BE	00m	6/9/17	2017	10	8	0	2	0.2	0	2	2BE00m	2BE
2	BE	05m	6/9/17	2017	10	7	0	3	0.3	0	2	2BE05m	2BE
2	BE	05m	6/9/17	2017	10	9	0	1	0.1	0	2	2BE05m	2BE
2	BE	05m	6/9/17	2017	10	10	0	0	0	0	2	2BE05m	2BE
2	BE	05m	6/9/17	2017	10	7	0	3	0.3	0	2	2BE05m	2BE
2	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	2BE20m	2BE
2	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	2BE20m	2BE
2	BE	20m	6/9/17	2017	10	9	0	1	0.1	0	2	2BE20m	2BE
2	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	2BE20m	2BE
2	BF	00m	6/9/17	2017	10	2	8	0	0	0.8	2	2BF00m	2BF
2	BF	00m	6/9/17	2017	10	9	0	1	0.1	0	2	2BF00m	2BF
2	BF	00m	6/9/17	2017	10	10	0	0	0	0	2	2BF00m	2BF
2	BF	00m	6/9/17	2017	10	9	0	1	0.1	0	2	2BF00m	2BF
2	BF	05m	6/9/17	2017	10	9	0	1	0.1	0	2	2BF05m	2BF
2	BF	05m	6/9/17	2017	10	8	0	2	0.2	0	2	2BF05m	2BF
2	BF	05m	6/9/17	2017	10	9	0	1	0.1	0	2	2BF05m	2BF
2	BF	05m	6/9/17	2017	10	10	0	0	0	0	2	2BF05m	2BF
2	BF	20m	6/9/17	2017	10	9	0	1	0.1	0	2	2BF20m	2BF
2	BF	20m	6/9/17	2017	10	10	0	0	0	0	2	2BF20m	2BF
2	BF	20m	6/9/17	2017	10	7	0	3	0.3	0	2	2BF20m	2BF
2	BF	20m	6/9/17	2017	10	8	0	2	0.2	0	2	2BF20m	2BF
3	BE	00m	6/9/17	2017	10	8	0	2	0.2	0	2	3BE00m	3BE
3	BE	00m	6/9/17	2017	10	9	0	1	0.1	0	2	3BE00m	3BE
3	BE	00m	6/9/17	2017	10	6	0	4	0.4	0	2	3BE00m	3BE
3	BE	00m	6/9/17	2017	10	7	0	3	0.3	0	2	3BE00m	3BE
3	BE	05m	6/9/17	2017	10	8	0	2	0.2	0	2	3BE05m	3BE
3	BE	05m	6/9/17	2017	10	9	0	1	0.1	0	2	3BE05m	3BE
3	BE	05m	6/9/17	2017	10	8	0	2	0.2	0	2	3BE05m	3BE
3	BE	05m	6/9/17	2017	10	8	0	2	0.2	0	2	3BE05m	3BE
3	BE	20m	6/9/17	2017	10	8	0	2	0.2	0	2	3BE20m	3BE
3	BE	20m	6/9/17	2017	10	9	0	1	0.1	0	2	3BE20m	3BE
3	BE	20m	6/9/17	2017	10	9	0	1	0.1	0	2	3BE20m	3BE
3	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	3BE20m	3BE
3	BF	00m	6/9/17	2017	10	6	0	4	0.4	0	2	3BF00m	3BF
3	BF	00m	6/9/17	2017	10	8	0	2	0.2	0	2	3BF00m	3BF
3	BF	00m	6/9/17	2017	10	10	0	0	0	0	2	3BF00m	3BF
3	BF	00m	6/9/17	2017	10	8	0	2	0.2	0	2	3BF00m	3BF
3	BF	05m	6/9/17	2017	10	9	0	1	0.1	0	2	3BF05m	3BF
3	BF	05m	6/9/17	2017	10	5	0	5	0.5	0	2	3BF05m	3BF
3	BF	05m	6/9/17	2017	10	10	0	0	0	0	2	3BF05m	3BF
3	BF	05m	6/9/17	2017	10	8	0	2	0.2	0	2	3BF05m	3BF
3	BF	20m	6/9/17	2017	10	8	0	2	0.2	0	2	3BF20m	3BF
3	BF	20m	6/9/17	2017	10	9	0	1	0.1	0	2	3BF20m	3BF
3	BF	20m	6/9/17	2017	10	9	0	1	0.1	0	2	3BF20m	3BF
3	BF	20m	6/9/17	2017	10	8	0	2	0.2	0	2	3BF20m	3BF
4	BE	00m	6/9/17	2017	10	5	0	5	0.5	0	2	4BE00m	4BE
4	BE	00m	6/9/17	2017	10	10	0	0	0	0	2	4BE00m	4BE
4	BE	00m	6/9/17	2017	10	10	0	0	0	0	2	4BE00m	4BE
4	BE	00m	6/9/17	2017	10	10	0	0	0	0	2	4BE00m	4BE
4	BE	05m	6/9/17	2017	10	10	0	0	0	0	2	4BE05m	4BE
4	BE	05m	6/9/17	2017	10	6	0	4	0.4	0	2	4BE05m	4BE
4	BE	05m	6/9/17	2017	10	8	0	2	0.2	0	2	4BE05m	4BE
4	BE	05m	6/9/17	2017	10	9	0	1	0.1	0	2	4BE05m	4BE
4	BE	20m	6/9/17	2017	10	4	0	6	0.6	0	2	4BE20m	4BE
4	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	4BE20m	4BE
4	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	4BE20m	4BE
4	BE	20m	6/9/17	2017	10	8	0	2	0.2	0	2	4BE20m	4BE
4	BF	00m	6/9/17	2017	10	10	0	0	0	0	2	4BF00m	4BF
4	BF	00m	6/9/17	2017	10	10	0	0	0	0	2	4BF00m	4BF
4	BF	00m	6/9/17	2017	10	8	0	2	0.2	0	2	4BF00m	4BF
4	BF	00m	6/9/17	2017	10	1	9	0	0	0.9	2	4BF00m	4BF
4	BF	05m	6/9/17	2017	10	9	0	1	0.1	0	2	4BF05m	4BF
4	BF	05m	6/9/17	2017	10	10	0	0	0	0	2	4BF05m	4BF
4	BF	05m	6/9/17	2017	10	3	0	7	0.7	0	2	4BF05m	4BF
4	BF	05m	6/9/17	2017	10	10	0	0	0	0	2	4BF05m	4BF
4	BF	20m	6/9/17	2017	10	9	0	1	0.1	0	2	4BF20m	4BF
4	BF	20m	6/9/17	2017	10	10	0	0	0	0	2	4BF20m	4BF
4	BF	20m	6/9/17	2017	10	8	0	2	0.2	0	2	4BF20m	4BF
4	BF	20m	6/9/17	2017	10	3	0	7	0.7	0	2	4BF20m	4BF
5	BE	00m	6/9/17	2017	10	0	0	10	1	0	2	5BE00m	5BE
5	BE	00m	6/9/17	2017	10	10	0	0	0	0	2	5BE00m	5BE
5	BE	00m	6/9/17	2017	10	0	0	10	1	0	2	5BE00m	5BE
5	BE	00m	6/9/17	2017	10	8	0	2	0.2	0	2	5BE00m	5BE
5	BE	05m	6/9/17	2017	10	10	0	0	0	0	2	5BE05m	5BE
5	BE	05m	6/9/17	2017	10	6	0	4	0.4	0	2	5BE05m	5BE
5	BE	05m	6/9/17	2017	10	10	0	0	0	0	2	5BE05m	5BE
5	BE	05m	6/9/17	2017	10	0	0	10	1	0	2	5BE05m	5BE
5	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	5BE20m	5BE
5	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	5BE20m	5BE
5	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	5BE20m	5BE
5	BE	20m	6/9/17	2017	10	6	0	4	0.4	0	2	5BE20m	5BE
5	BF	00m	6/9/17	2017	10	10	0	0	0	0	2	5BF00m	5BF
5	BF	00m	6/9/17	2017	10	9	0	1	0.1	0	2	5BF00m	5BF
5	BF	00m	6/9/17	2017	10	9	0	1	0.1	0	2	5BF00m	5BF
5	BF	00m	6/9/17	2017	10	6	0	4	0.4	0	2	5BF00m	5BF
5	BF	05m	6/9/17	2017	10	10	0	0	0	0	2	5BF05m	5BF
5	BF	05m	6/9/17	2017	10	8	0	2	0.2	0	2	5BF05m	5BF
5	BF	05m	6/9/17	2017	10	10	0	0	0	0	2	5BF05m	5BF
5	BF	05m	6/9/17	2017	10	10	0	0	0	0	2	5BF05m	5BF
5	BF	20m	6/9/17	2017	10	8	0	2	0.2	0	2	5BF20m	5BF
5	BF	20m	6/9/17	2017	10	8	0	2	0.2	0	2	5BF20m	5BF
5	BF	20m	6/9/17	2017	10	10	0	0	0	0	2	5BF20m	5BF
5	BF	20m	6/9/17	2017	10	9	0	1	0.1	0	2	5BF20m	5BF
6	BE	00m	6/9/17	2017	10	9	0	1	0.1	0	2	6BE00m	6BE
6	BE	00m	6/9/17	2017	10	9	0	1	0.1	0	2	6BE00m	6BE
6	BE	00m	6/9/17	2017	10	7	0	3	0.3	0	2	6BE00m	6BE
6	BE	00m	6/9/17	2017	10	2	5	3	0.3	0.5	2	6BE00m	6BE
6	BE	05m	6/9/17	2017	10	5	0	5	0.5	0	2	6BE05m	6BE
6	BE	05m	6/9/17	2017	10	8	0	2	0.2	0	2	6BE05m	6BE
6	BE	05m	6/9/17	2017	10	10	0	0	0	0	2	6BE05m	6BE
6	BE	05m	6/9/17	2017	10	7	0	3	0.3	0	2	6BE05m	6BE
6	BE	20m	6/9/17	2017	10	9	0	1	0.1	0	2	6BE20m	6BE
6	BE	20m	6/9/17	2017	10	6	0	4	0.4	0	2	6BE20m	6BE
6	BE	20m	6/9/17	2017	10	7	0	3	0.3	0	2	6BE20m	6BE
6	BE	20m	6/9/17	2017	10	0	0	10	1	0	2	6BE20m	6BE
6	BF	00m	6/9/17	2017	10	7	0	3	0.3	0	2	6BF00m	6BF
6	BF	00m	6/9/17	2017	10	6	0	4	0.4	0	2	6BF00m	6BF
6	BF	00m	6/9/17	2017	10	7	0	3	0.3	0	2	6BF00m	6BF
6	BF	00m	6/9/17	2017	10	7	0	3	0.3	0	2	6BF00m	6BF
6	BF	05m	6/9/17	2017	10	9	0	1	0.1	0	2	6BF05m	6BF
6	BF	05m	6/9/17	2017	10	10	0	0	0	0	2	6BF05m	6BF
6	BF	05m	6/9/17	2017	10	9	0	1	0.1	0	2	6BF05m	6BF
6	BF	05m	6/9/17	2017	10	8	0	2	0.2	0	2	6BF05m	6BF
6	BF	20m	6/9/17	2017	10	2	8	0	0	0.8	2	6BF20m	6BF
6	BF	20m	6/9/17	2017	10	10	0	0	0	0	2	6BF20m	6BF
6	BF	20m	6/9/17	2017	10	9	0	1	0.1	0	2	6BF20m	6BF
6	BF	20m	6/9/17	2017	10	9	0	1	0.1	0	2	6BF20m	6BF
7	BE	00m	6/9/17	2017	10	0	0	10	1	0	2	7BE00m	7BE
7	BE	00m	6/9/17	2017	10	9	0	1	0.1	0	2	7BE00m	7BE
7	BE	00m	6/9/17	2017	10	10	0	0	0	0	2	7BE00m	7BE
7	BE	00m	6/9/17	2017	10	0	0	10	1	0	2	7BE00m	7BE
7	BE	05m	6/9/17	2017	10	10	0	0	0	0	2	7BE05m	7BE
7	BE	05m	6/9/17	2017	10	10	0	0	0	0	2	7BE05m	7BE
7	BE	05m	6/9/17	2017	10	10	0	0	0	0	2	7BE05m	7BE
7	BE	05m	6/9/17	2017	10	0	0	10	1	0	2	7BE05m	7BE
7	BE	20m	6/9/17	2017	10	8	0	2	0.2	0	2	7BE20m	7BE
7	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	7BE20m	7BE
7	BE	20m	6/9/17	2017	10	0	0	10	1	0	2	7BE20m	7BE
7	BE	20m	6/9/17	2017	10	1	0	9	0.9	0	2	7BE20m	7BE
7	BF	00m	6/9/17	2017	10	0	0	10	1	0	2	7BF00m	7BF
7	BF	00m	6/9/17	2017	10	0	0	10	1	0	2	7BF00m	7BF
7	BF	00m	6/9/17	2017	10	9	0	1	0.1	0	2	7BF00m	7BF
7	BF	00m	6/9/17	2017	10	0	0	10	1	0	2	7BF00m	7BF
7	BF	05m	6/9/17	2017	10	1	0	9	0.9	0	2	7BF05m	7BF
7	BF	05m	6/9/17	2017	10	6	0	4	0.4	0	2	7BF05m	7BF
7	BF	05m	6/9/17	2017	10	9	0	1	0.1	0	2	7BF05m	7BF
7	BF	05m	6/9/17	2017	10	0	0	10	1	0	2	7BF05m	7BF
7	BF	20m	6/9/17	2017	10	8	0	2	0.2	0	2	7BF20m	7BF
7	BF	20m	6/9/17	2017	10	0	0	10	1	0	2	7BF20m	7BF
7	BF	20m	6/9/17	2017	10	7	0	3	0.3	0	2	7BF20m	7BF
7	BF	20m	6/9/17	2017	10	6	0	4	0.4	0	2	7BF20m	7BF
8	BE	00m	6/9/17	2017	10	10	0	0	0	0	2	8BE00m	8BE
8	BE	00m	6/9/17	2017	10	10	0	0	0	0	2	8BE00m	8BE
8	BE	00m	6/9/17	2017	10	0	8	2	0.2	0.8	2	8BE00m	8BE
8	BE	00m	6/9/17	2017	10	7	0	3	0.3	0	2	8BE00m	8BE
8	BE	05m	6/9/17	2017	10	9	0	1	0.1	0	2	8BE05m	8BE
8	BE	05m	6/9/17	2017	10	9	0	1	0.1	0	2	8BE05m	8BE
8	BE	05m	6/9/17	2017	10	8	0	2	0.2	0	2	8BE05m	8BE
8	BE	05m	6/9/17	2017	10	10	0	0	0	0	2	8BE05m	8BE
8	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	8BE20m	8BE
8	BE	20m	6/9/17	2017	10	9	0	1	0.1	0	2	8BE20m	8BE
8	BE	20m	6/9/17	2017	10	10	0	0	0	0	2	8BE20m	8BE
8	BE	20m	6/9/17	2017	10	7	0	3	0.3	0	2	8BE20m	8BE
8	BF	00m	6/9/17	2017	10	6	0	4	0.4	0	2	8BF00m	8BF
8	BF	00m	6/9/17	2017	10	10	0	0	0	0	2	8BF00m	8BF
8	BF	00m	6/9/17	2017	10	10	0	0	0	0	2	8BF00m	8BF
8	BF	00m	6/9/17	2017	10	8	0	2	0.2	0	2	8BF00m	8BF
8	BF	05m	6/9/17	2017	10	9	0	1	0.1	0	2	8BF05m	8BF
