"","Site","Treatment","Distance","Session","PredRate"
"769","10","Low Div",0,"2",0.2
"770","10","Low Div",0,"2",0.1
"771","10","Low Div",0,"2",0.2
"772","10","Low Div",0,"2",0.4
"773","10","Low Div",15,"2",0.3
"774","10","Low Div",15,"2",0.4
"775","10","Low Div",15,"2",0.1
"776","10","Low Div",15,"2",0.2
"777","10","Low Div",30,"2",0.3
"778","10","Low Div",30,"2",0.2
"779","10","Low Div",30,"2",0.4
"780","10","Low Div",30,"2",0.1
"781","10","High Div",0,"2",0.5
"782","10","High Div",0,"2",0.3
"783","10","High Div",0,"2",0.5
"784","10","High Div",0,"2",0.2
"785","10","High Div",15,"2",0.3
"786","10","High Div",15,"2",0.1
"787","10","High Div",15,"2",0.3
"788","10","High Div",15,"2",0.4
"789","10","High Div",30,"2",0
"790","10","High Div",30,"2",0.3
"791","10","High Div",30,"2",0.3
"792","10","High Div",30,"2",0.6
"793","11","Low Div",0,"2",0.7
"794","11","Low Div",0,"2",0.2
"795","11","Low Div",0,"2",0.2
"796","11","Low Div",0,"2",0.3
"797","11","Low Div",15,"2",0.4
"798","11","Low Div",15,"2",0.9
"799","11","Low Div",15,"2",0.2
"800","11","Low Div",15,"2",0.4
"801","11","Low Div",30,"2",0.1
"802","11","Low Div",30,"2",0.5
"803","11","Low Div",30,"2",0.2
"804","11","Low Div",30,"2",0.6
"805","11","High Div",0,"2",0.1
"806","11","High Div",0,"2",NA
"807","11","High Div",0,"2",0.1
"808","11","High Div",0,"2",0.4
"809","11","High Div",15,"2",0.3
"810","11","High Div",15,"2",0
"811","11","High Div",15,"2",0.5
"812","11","High Div",15,"2",0.3
"813","11","High Div",30,"2",0.5
"814","11","High Div",30,"2",0.2
"815","11","High Div",30,"2",0.1
"816","11","High Div",30,"2",0.8
"817","12","Low Div",0,"2",0.3
"818","12","Low Div",0,"2",0.3
"819","12","Low Div",0,"2",0.1
"820","12","Low Div",0,"2",0
"821","12","Low Div",15,"2",0.4
"822","12","Low Div",15,"2",0.4
"823","12","Low Div",15,"2",0.3
"824","12","Low Div",15,"2",0.7
"825","12","Low Div",30,"2",0.2
"826","12","Low Div",30,"2",0.3
"827","12","Low Div",30,"2",1
"828","12","Low Div",30,"2",0.9
"829","12","High Div",0,"2",0.4
"830","12","High Div",0,"2",0.3
"831","12","High Div",0,"2",0.1
"832","12","High Div",0,"2",0.4
"833","12","High Div",15,"2",0.2
"834","12","High Div",15,"2",0.3
"835","12","High Div",15,"2",0.3
"836","12","High Div",15,"2",0.2
"837","12","High Div",30,"2",0.3
"838","12","High Div",30,"2",0.4
"839","12","High Div",30,"2",0.1
"840","12","High Div",30,"2",0.2
"841","1","Low Div",0,"3",1
"842","1","Low Div",0,"3",0.4
"843","1","Low Div",0,"3",0.2
"844","1","Low Div",15,"3",0.4
"845","1","Low Div",15,"3",0.6
"846","1","Low Div",15,"3",0.1
"847","1","Low Div",30,"3",0.3
"848","1","Low Div",30,"3",0
"849","1","Low Div",30,"3",0.4
"850","1","High Div",0,"3",0.4
"851","1","High Div",0,"3",0
"852","1","High Div",0,"3",0.5
"853","1","High Div",15,"3",0.4
"854","1","High Div",15,"3",0.2
"855","1","High Div",15,"3",0.6
"856","1","High Div",30,"3",0.6
"857","1","High Div",30,"3",0.1
"858","1","High Div",30,"3",0.6
"859","2","Low Div",0,"3",0.3
"860","2","Low Div",0,"3",0.4
"861","2","Low Div",0,"3",0.3
"862","2","Low Div",15,"3",0.2
"863","2","Low Div",15,"3",0.4
"864","2","Low Div",15,"3",0.1
"865","2","Low Div",30,"3",0.4
"866","2","Low Div",30,"3",0.2
"867","2","Low Div",30,"3",0.2
"868","2","High Div",0,"3",0.7
"869","2","High Div",0,"3",0.4
"870","2","High Div",0,"3",0.1
"871","2","High Div",15,"3",0.3
"872","2","High Div",15,"3",0.3
"873","2","High Div",15,"3",0.2
"874","2","High Div",30,"3",0
"875","2","High Div",30,"3",0.1
"876","2","High Div",30,"3",0.5
"877","6","Low Div",0,"3",0.6
"878","6","Low Div",0,"3",0.6
"879","6","Low Div",0,"3",0.2
"880","6","Low Div",15,"3",0.1
"881","6","Low Div",15,"3",0.4
"882","6","Low Div",15,"3",0.2
"883","6","Low Div",30,"3",0.1
"884","6","Low Div",30,"3",0.1
"885","6","Low Div",30,"3",0.1
"886","6","High Div",0,"3",0.2
"887","6","High Div",0,"3",0.2
"888","6","High Div",0,"3",0.1
"889","6","High Div",15,"3",0
"890","6","High Div",15,"3",0
"891","6","High Div",15,"3",0
"892","6","High Div",30,"3",0
"893","6","High Div",30,"3",0
"894","6","High Div",30,"3",0
"895","7","Low Div",0,"3",0.5
"896","7","Low Div",0,"3",0.2
"897","7","Low Div",0,"3",0.4
"898","7","Low Div",15,"3",0.2
"899","7","Low Div",15,"3",0
"900","7","Low Div",15,"3",0.2
"901","7","Low Div",30,"3",0.2
"902","7","Low Div",30,"3",0.3
"903","7","Low Div",30,"3",0.1
"904","7","High Div",0,"3",0
"905","7","High Div",0,"3",0
"906","7","High Div",0,"3",0.1
"907","7","High Div",15,"3",0.1
"908","7","High Div",15,"3",0.2
"909","7","High Div",15,"3",1
"910","7","High Div",30,"3",0.1
"911","7","High Div",30,"3",0.4
"912","7","High Div",30,"3",0
"913","8","Low Div",0,"3",0
"914","8","Low Div",0,"3",0
"915","8","Low Div",0,"3",0.5
"916","8","Low Div",15,"3",0.2
"917","8","Low Div",15,"3",0.1
"918","8","Low Div",15,"3",0.2
"919","8","Low Div",30,"3",0.1
"920","8","Low Div",30,"3",0.1
"921","8","Low Div",30,"3",0
"922","8","High Div",0,"3",0.1
"923","8","High Div",0,"3",0.2
"924","8","High Div",0,"3",0.1
"925","8","High Div",15,"3",0.3
"926","8","High Div",15,"3",0.2
"927","8","High Div",15,"3",0.2
"928","8","High Div",30,"3",0.4
"929","8","High Div",30,"3",0.2
"930","8","High Div",30,"3",0.2
"931","9","Low Div",0,"3",0.1
"932","9","Low Div",0,"3",0.3
"933","9","Low Div",0,"3",0.2
"934","9","Low Div",15,"3",0.4
"935","9","Low Div",15,"3",0.1
"936","9","Low Div",15,"3",0.1
"937","9","Low Div",30,"3",0.3
"938","9","Low Div",30,"3",0.3
"939","9","Low Div",30,"3",0.3
"940","9","High Div",0,"3",0.6
"941","9","High Div",0,"3",0.4
"942","9","High Div",0,"3",0.2
"943","9","High Div",15,"3",0.3
"944","9","High Div",15,"3",0.1
"945","9","High Div",15,"3",0.2
"946","9","High Div",30,"3",0.3
"947","9","High Div",30,"3",0
"948","9","High Div",30,"3",0.2
"949","10","Low Div",0,"3",0
"950","10","Low Div",0,"3",0
"951","10","Low Div",0,"3",0.2
"952","10","Low Div",15,"3",0.4
"953","10","Low Div",15,"3",0.3
"954","10","Low Div",15,"3",0.3
"955","10","Low Div",30,"3",0.5
"956","10","Low Div",30,"3",0.1
"957","10","Low Div",30,"3",0
"958","10","High Div",0,"3",0.4
"959","10","High Div",0,"3",0
"960","10","High Div",0,"3",0.2
"961","10","High Div",15,"3",0
"962","10","High Div",15,"3",0.2
"963","10","High Div",15,"3",0
"964","10","High Div",30,"3",0.7
"965","10","High Div",30,"3",0.1
"966","10","High Div",30,"3",0.3
"967","11","Low Div",0,"3",0.3
"968","11","Low Div",0,"3",0.4
"969","11","Low Div",0,"3",0.1
"970","11","Low Div",15,"3",0.3
"971","11","Low Div",15,"3",0.3
"972","11","Low Div",15,"3",1
"973","11","Low Div",30,"3",0.2
"974","11","Low Div",30,"3",0.3
"975","11","Low Div",30,"3",0.4
"976","11","High Div",0,"3",0.1
"977","11","High Div",0,"3",0.4
"978","11","High Div",0,"3",0.5
"979","11","High Div",15,"3",0.5
"980","11","High Div",15,"3",0.5
"981","11","High Div",15,"3",0
"982","11","High Div",30,"3",1
"983","11","High Div",30,"3",0.1
"984","11","High Div",30,"3",0.1
"985","12","Low Div",0,"3",0.3
"986","12","Low Div",0,"3",0.4
"987","12","Low Div",0,"3",0.1
"988","12","Low Div",15,"3",0.2
"989","12","Low Div",15,"3",0.3
"990","12","Low Div",15,"3",0.1
"991","12","Low Div",30,"3",0.1
"992","12","Low Div",30,"3",0
"993","12","Low Div",30,"3",0.1
"994","12","High Div",0,"3",0.1
"995","12","High Div",0,"3",0.3
"996","12","High Div",0,"3",0.5
"997","12","High Div",15,"3",0.4
"998","12","High Div",15,"3",0.6
"999","12","High Div",15,"3",0.2
"1000","12","High Div",30,"3",0.2
"1001","12","High Div",30,"3",0.3
"1002","12","High Div",30,"3",0.3
